Date,SPY
2016-04-05,173.95147705078125
2016-04-06,175.85122680664062
2016-04-07,173.7469482421875
2016-04-08,174.21554565429688
2016-04-11,173.80661010742188
2016-04-12,175.42526245117188
2016-04-13,177.19717407226562
2016-04-14,177.20571899414062
2016-04-15,177.0098419189453
2016-04-18,178.2535858154297
2016-04-19,178.81585693359375
2016-04-20,178.98629760742188
2016-04-21,178.0236053466797
2016-04-22,178.0236053466797
2016-04-25,177.71690368652344
2016-04-26,177.9810028076172
2016-04-27,178.3472900390625
2016-04-28,176.7287139892578
2016-04-29,175.7745361328125
2016-05-02,177.17166137695312
2016-05-03,175.62969970703125
2016-05-04,174.65000915527344
2016-05-05,174.61593627929688
2016-05-06,175.2548370361328
2016-05-09,175.39971923828125
2016-05-10,177.5805206298828
2016-05-11,175.91937255859375
2016-05-12,175.97039794921875
2016-05-13,174.43704223632812
2016-05-16,176.15786743164062
2016-05-17,174.5137481689453
2016-05-18,174.56484985351562
2016-05-19,173.95999145507812
2016-05-20,175.05892944335938
2016-05-23,174.8203582763672
2016-05-24,177.0865020751953
2016-05-25,178.28761291503906
2016-05-26,178.33876037597656
2016-05-27,179.10552978515625
2016-05-31,178.7647247314453
2016-06-01,179.13107299804688
2016-06-02,179.67628479003906
2016-06-03,179.13954162597656
2016-06-06,180.05117797851562
2016-06-07,180.33224487304688
2016-06-08,180.92007446289062
2016-06-09,180.67303466796875
2016-06-10,178.96070861816406
2016-06-13,177.5805206298828
2016-06-14,177.23123168945312
2016-06-15,176.98422241210938
2016-06-16,177.512451171875
2016-06-17,176.85134887695312
2016-06-20,177.99029541015625
2016-06-21,178.49549865722656
2016-06-22,178.20433044433594
2016-06-23,180.52503967285156
2016-06-24,174.04257202148438
2016-06-27,170.9254608154297
2016-06-28,174.00830078125
2016-06-29,176.97120666503906
2016-06-30,179.38609313964844
2016-07-01,179.76290893554688
2016-07-05,178.46981811523438
2016-07-06,179.54026794433594
2016-07-07,179.42892456054688
2016-07-08,182.10067749023438
2016-07-11,182.7429656982422
2016-07-12,184.07029724121094
2016-07-13,184.0445556640625
2016-07-14,185.07225036621094
2016-07-15,184.8238525390625
2016-07-18,185.3205108642578
2016-07-19,185.13214111328125
2016-07-20,185.9028778076172
2016-07-21,185.20065307617188
2016-07-22,186.03135681152344
2016-07-25,185.52603149414062
2016-07-26,185.61170959472656
2016-07-27,185.4147186279297
2016-07-28,185.62879943847656
2016-07-29,185.92852783203125
2016-08-01,185.77435302734375
2016-08-02,184.58412170410156
2016-08-03,185.12351989746094
2016-08-04,185.3205108642578
2016-08-05,186.8362274169922
2016-08-08,186.72496032714844
2016-08-09,186.8362274169922
2016-08-10,186.37384033203125
2016-08-11,187.2387237548828
2016-08-12,187.0760040283203
2016-08-15,187.61550903320312
2016-08-16,186.64784240722656
2016-08-17,186.99893188476562
2016-08-18,187.4185791015625
2016-08-19,187.1445770263672
2016-08-22,187.135986328125
2016-08-23,187.51280212402344
2016-08-24,186.5536651611328
2016-08-25,186.42518615722656
2016-08-26,186.0740966796875
2016-08-29,186.9904327392578
2016-08-30,186.6821746826172
2016-08-31,186.15118408203125
2016-09-01,186.1597442626953
2016-09-02,186.99893188476562
2016-09-06,187.5641632080078
2016-09-07,187.54701232910156
2016-09-08,187.11883544921875
2016-09-09,182.6402587890625
2016-09-12,185.26058959960938
2016-09-13,182.59738159179688
2016-09-14,182.52882385253906
2016-09-15,184.35289001464844
2016-09-16,183.64019775390625
2016-09-19,183.67465209960938
2016-09-20,183.6832275390625
2016-09-21,185.7488555908203
2016-09-22,186.9193878173828
2016-09-23,185.8951873779297
2016-09-26,184.38897705078125
2016-09-27,185.53370666503906
2016-09-28,186.45462036132812
2016-09-29,184.76771545410156
2016-09-30,186.1619873046875
2016-10-03,185.71444702148438
2016-10-04,184.76771545410156
2016-10-05,185.5853729248047
2016-10-06,185.71444702148438
2016-10-07,185.07752990722656
2016-10-10,186.04150390625
2016-10-11,183.6918487548828
2016-10-12,183.9329071044922
2016-10-13,183.3303985595703
2016-10-14,183.42507934570312
2016-10-17,182.78819274902344
2016-10-18,183.9329071044922
2016-10-19,184.42343139648438
2016-10-20,184.0791778564453
2016-10-21,184.1652374267578
2016-10-24,184.94845581054688
2016-10-25,184.32875061035156
2016-10-26,183.9586639404297
2016-10-27,183.4680938720703
2016-10-28,182.92588806152344
2016-10-31,182.93450927734375
2016-11-01,181.60906982421875
2016-11-02,180.5160675048828
2016-11-03,179.6897735595703
2016-11-04,179.49180603027344
2016-11-07,183.45086669921875
2016-11-08,184.27716064453125
2016-11-09,186.23086547851562
2016-11-10,186.69557189941406
2016-11-11,186.26524353027344
2016-11-14,186.41159057617188
2016-11-15,187.8661346435547
2016-11-16,187.51327514648438
2016-11-17,188.47715759277344
2016-11-18,188.05548095703125
2016-11-21,189.4755096435547
2016-11-22,189.84564208984375
2016-11-23,189.9488983154297
2016-11-25,190.65469360351562
2016-11-28,189.7595672607422
2016-11-29,190.129638671875
2016-11-30,189.67349243164062
2016-12-01,188.97634887695312
2016-12-02,189.07101440429688
2016-12-05,190.2071533203125
2016-12-06,190.80958557128906
2016-12-07,193.30551147460938
2016-12-08,193.77890014648438
2016-12-09,194.9493408203125
2016-12-12,194.7256317138672
2016-12-13,196.02520751953125
2016-12-14,194.40721130371094
2016-12-15,195.20762634277344
2016-12-16,194.82579040527344
2016-12-19,195.25006103515625
2016-12-20,196.00320434570312
2016-12-21,195.45777893066406
2016-12-22,195.12013244628906
2016-12-23,195.40586853027344
2016-12-27,195.8906707763672
2016-12-28,194.27169799804688
2016-12-29,194.2284393310547
2016-12-30,193.5185089111328
2017-01-03,194.9989776611328
2017-01-04,196.1590576171875
2017-01-05,196.00320434570312
2017-01-06,196.70443725585938
2017-01-09,196.05511474609375
2017-01-10,196.05511474609375
2017-01-11,196.6091766357422
2017-01-12,196.1157684326172
2017-01-13,196.56588745117188
2017-01-17,195.87335205078125
2017-01-18,196.30621337890625
2017-01-19,195.57899475097656
2017-01-20,196.29754638671875
2017-01-23,195.7867431640625
2017-01-24,197.04205322265625
2017-01-25,198.7476348876953
2017-01-26,198.53985595703125
2017-01-27,198.2281494140625
2017-01-30,196.998779296875
2017-01-31,196.9815216064453
2017-02-01,197.0594024658203
2017-02-02,197.1892852783203
2017-02-03,198.5484619140625
2017-02-06,198.19349670410156
2017-02-07,198.20216369628906
2017-02-08,198.46192932128906
2017-02-09,199.6393280029297
2017-02-10,200.42710876464844
2017-02-13,201.5179443359375
2017-02-14,202.3230743408203
2017-02-15,203.37928771972656
2017-02-16,203.2061309814453
2017-02-17,203.52650451660156
2017-02-21,204.73855590820312
2017-02-22,204.55670166015625
2017-02-23,204.6952362060547
2017-02-24,204.95494079589844
2017-02-27,205.27525329589844
2017-02-28,204.72120666503906
2017-03-01,207.58676147460938
2017-03-02,206.279541015625
2017-03-03,206.40933227539062
2017-03-06,205.79470825195312
2017-03-07,205.1800079345703
2017-03-08,204.79913330078125
2017-03-09,205.05882263183594
2017-03-10,205.77740478515625
2017-03-13,205.88125610351562
2017-03-14,205.09347534179688
2017-03-15,206.86822509765625
2017-03-16,206.46133422851562
2017-03-17,206.09873962402344
2017-03-20,205.87266540527344
2017-03-21,203.22933959960938
2017-03-22,203.70758056640625
2017-03-23,203.4901885986328
2017-03-24,203.34239196777344
2017-03-27,203.13375854492188
2017-03-28,204.61190795898438
2017-03-29,204.80320739746094
2017-03-30,205.4552764892578
2017-03-31,204.97708129882812
2017-04-03,204.62062072753906
2017-04-04,204.75099182128906
2017-04-05,204.14231872558594
2017-04-06,204.7162628173828
2017-04-07,204.50753784179688
2017-04-10,204.62928771972656
2017-04-11,204.3858642578125
2017-04-12,203.4901885986328
2017-04-13,202.16854858398438
2017-04-17,203.95977783203125
2017-04-18,203.35107421875
2017-04-19,202.97718811035156
2017-04-20,204.62928771972656
2017-04-21,203.9771270751953
2017-04-24,206.22048950195312
2017-04-25,207.42039489746094
2017-04-26,207.2899627685547
2017-04-27,207.46388244628906
2017-04-28,207.01171875
2017-05-01,207.5334014892578
2017-05-02,207.61166381835938
2017-05-03,207.35951232910156
2017-05-04,207.60296630859375
2017-05-05,208.4203338623047
2017-05-08,208.3855438232422
2017-05-09,208.19427490234375
2017-05-10,208.56809997558594
2017-05-11,208.14205932617188
2017-05-12,207.79428100585938
2017-05-15,208.94204711914062
2017-05-16,208.750732421875
2017-05-17,205.046630859375
2017-05-18,205.87266540527344
2017-05-19,207.21173095703125
2017-05-22,208.2637481689453
2017-05-23,208.72462463378906
2017-05-24,209.2115936279297
2017-05-25,210.21145629882812
2017-05-26,210.16802978515625
2017-05-30,209.98545837402344
2017-05-31,209.93324279785156
2017-06-01,211.6027374267578
2017-06-02,212.30699157714844
2017-06-05,212.1505126953125
2017-06-06,211.47232055664062
2017-06-07,211.863525390625
2017-06-08,211.96788024902344
2017-06-09,211.64617919921875
2017-06-12,211.6027374267578
2017-06-13,212.637451171875
2017-06-14,212.36790466308594
2017-06-15,211.95921325683594
2017-06-16,212.00552368164062
2017-06-19,213.77047729492188
2017-06-20,212.32879638671875
2017-06-21,212.27639770507812
2017-06-22,212.1802978515625
2017-06-23,212.4336700439453
2017-06-26,212.5734405517578
2017-06-27,210.8609161376953
2017-06-28,212.74819946289062
2017-06-29,210.87840270996094
2017-06-30,211.2716064453125
2017-07-03,211.6298065185547
2017-07-05,212.1190948486328
2017-07-06,210.17938232421875
2017-07-07,211.54241943359375
2017-07-10,211.7696075439453
2017-07-11,211.6123504638672
2017-07-12,213.2025604248047
2017-07-13,213.56082153320312
2017-07-14,214.55685424804688
2017-07-17,214.53067016601562
2017-07-18,214.64422607421875
2017-07-19,215.8063201904297
2017-07-20,215.90243530273438
2017-07-21,215.71018981933594
2017-07-24,215.6577911376953
2017-07-25,216.18197631835938
2017-07-26,216.1907501220703
2017-07-27,215.98973083496094
2017-07-28,215.73638916015625
2017-07-31,215.61410522460938
2017-08-01,216.09463500976562
2017-08-02,216.19947814941406
2017-08-03,215.78009033203125
2017-08-04,216.17332458496094
2017-08-07,216.57518005371094
2017-08-08,216.042236328125
2017-08-09,216.03347778320312
2017-08-10,212.9840850830078
2017-08-11,213.29867553710938
2017-08-14,215.41317749023438
2017-08-15,215.38693237304688
2017-08-16,215.7626495361328
2017-08-17,212.39871215820312
2017-08-18,212.06666564941406
2017-08-21,212.23269653320312
2017-08-22,214.45204162597656
2017-08-23,213.68310546875
2017-08-24,213.18508911132812
2017-08-25,213.68310546875
2017-08-28,213.6918182373047
2017-08-29,213.93649291992188
2017-08-30,214.95001220703125
2017-08-31,216.2432098388672
2017-09-01,216.54901123046875
2017-09-05,214.99375915527344
2017-09-06,215.72767639160156
2017-09-07,215.7014617919922
2017-09-08,215.44810485839844
2017-09-11,217.7460174560547
2017-09-12,218.47999572753906
2017-09-13,218.5847930908203
2017-09-14,218.51490783691406
2017-09-15,218.80905151367188
2017-09-18,219.27447509765625
2017-09-19,219.49400329589844
2017-09-20,219.57298278808594
2017-09-21,218.98468017578125
2017-09-22,219.02862548828125
2017-09-25,218.58078002929688
2017-09-26,218.71249389648438
2017-09-27,219.56427001953125
2017-09-28,219.8276824951172
2017-09-29,220.60031127929688
2017-10-02,221.55751037597656
2017-10-03,222.0316162109375
2017-10-04,222.29507446289062
2017-10-05,223.61221313476562
2017-10-06,223.35752868652344
2017-10-09,222.98870849609375
2017-10-10,223.5770721435547
2017-10-11,223.92825317382812
2017-10-12,223.59457397460938
2017-10-13,223.86683654785156
2017-10-16,224.16534423828125
2017-10-17,224.3234405517578
2017-10-18,224.54290771484375
2017-10-19,224.6044464111328
2017-10-20,225.7635040283203
2017-10-23,224.88536071777344
2017-10-24,225.28054809570312
2017-10-25,224.16534423828125
2017-10-26,224.45513916015625
2017-10-27,226.29031372070312
2017-10-30,225.44732666015625
2017-10-31,225.798583984375
2017-11-01,226.09715270996094
2017-11-02,226.18496704101562
2017-11-03,226.94012451171875
2017-11-06,227.2913055419922
2017-11-07,227.13331604003906
2017-11-08,227.51962280273438
2017-11-09,226.6942901611328
2017-11-10,226.6239776611328
2017-11-13,226.834716796875
2017-11-14,226.30787658691406
2017-11-15,225.1751708984375
2017-11-16,227.08941650390625
2017-11-17,226.4220428466797
2017-11-20,226.8083953857422
2017-11-21,228.2923583984375
2017-11-22,228.09036254882812
2017-11-24,228.6172637939453
2017-11-27,228.50311279296875
2017-11-28,230.8211669921875
2017-11-29,230.6807098388672
2017-11-30,232.70030212402344
2017-12-01,232.21734619140625
2017-12-04,231.93643188476562
2017-12-05,231.1022491455078
2017-12-06,231.1461181640625
2017-12-07,231.87489318847656
2017-12-08,233.1393585205078
2017-12-11,233.84181213378906
2017-12-12,234.25450134277344
2017-12-13,234.2282257080078
2017-12-14,233.2710418701172
2017-12-15,235.2135772705078
2017-12-18,236.70516967773438
2017-12-19,235.796142578125
2017-12-20,235.6725311279297
2017-12-21,236.157958984375
2017-12-22,236.09619140625
2017-12-26,235.8137969970703
2017-12-27,235.92852783203125
2017-12-28,236.4138946533203
2017-12-29,235.5224609375
2018-01-02,237.2081756591797
2018-01-03,238.7086181640625
2018-01-04,239.71473693847656
2018-01-05,241.3121795654297
2018-01-08,241.75347900390625
2018-01-09,242.3006134033203
2018-01-10,241.92994689941406
2018-01-11,243.69508361816406
2018-01-12,245.2837677001953
2018-01-16,244.4453125
2018-01-17,246.77529907226562
2018-01-18,246.36045837402344
2018-01-19,247.4813232421875
2018-01-22,249.49356079101562
2018-01-23,250.02310180664062
2018-01-24,249.92604064941406
2018-01-25,250.03196716308594
2018-01-26,252.92674255371094
2018-01-29,251.2498779296875
2018-01-30,248.6727294921875
2018-01-31,248.79640197753906
2018-02-01,248.51397705078125
2018-02-02,243.10386657714844
2018-02-05,232.9365997314453
2018-02-06,237.52598571777344
2018-02-07,236.23739624023438
2018-02-08,227.3764190673828
2018-02-09,230.79197692871094
2018-02-12,234.1809844970703
2018-02-13,234.76348876953125
2018-02-14,237.93190002441406
2018-02-15,240.968017578125
2018-02-16,241.0386199951172
2018-02-20,239.5294647216797
2018-02-21,238.33790588378906
2018-02-22,238.6468963623047
2018-02-23,242.45068359375
2018-02-26,245.2660675048828
2018-02-27,242.20355224609375
2018-02-28,239.75006103515625
2018-03-01,236.26390075683594
2018-03-02,237.48178100585938
2018-03-05,240.22662353515625
2018-03-06,240.83560180664062
2018-03-07,240.7473602294922
2018-03-08,241.91229248046875
2018-03-09,246.12225341796875
2018-03-12,245.81326293945312
2018-03-13,244.22462463378906
2018-03-14,242.97142028808594
2018-03-15,242.70663452148438
2018-03-16,242.96987915039062
2018-03-19,239.6823272705078
2018-03-20,240.0899200439453
2018-03-21,239.62913513183594
2018-03-22,233.63912963867188
2018-03-23,228.65919494628906
2018-03-26,234.91506958007812
2018-03-27,230.9188232421875
2018-03-28,230.2364501953125
2018-03-29,233.17835998535156
2018-04-02,228.14529418945312
2018-04-03,231.0694122314453
2018-04-04,233.5416717529297
2018-04-05,235.3848114013672
2018-04-06,230.13902282714844
2018-04-09,231.27322387695312
2018-04-10,234.9505615234375
2018-04-11,233.7189178466797
2018-04-12,235.6416778564453
2018-04-13,234.9505615234375
2018-04-16,236.88226318359375
2018-04-17,239.41648864746094
2018-04-18,239.59376525878906
2018-04-19,238.2646026611328
2018-04-20,236.24424743652344
2018-04-23,236.20889282226562
2018-04-24,233.0277557373047
2018-04-25,233.60369873046875
2018-04-26,235.97845458984375
2018-04-27,236.19998168945312
2018-04-30,234.3834686279297
2018-05-01,234.79994201660156
2018-05-02,233.22268676757812
2018-05-03,232.70875549316406
2018-05-04,235.72142028808594
2018-05-07,236.51901245117188
2018-05-08,236.51901245117188
2018-05-09,238.8050994873047
2018-05-10,241.03810119628906
2018-05-11,241.77357482910156
2018-05-14,241.88876342773438
2018-05-15,240.222900390625
2018-05-16,241.23304748535156
2018-05-17,241.02931213378906
2018-05-18,240.4266815185547
2018-05-21,242.2342987060547
2018-05-22,241.56088256835938
2018-05-23,242.22543334960938
2018-05-24,241.7293243408203
2018-05-25,241.1532440185547
2018-05-29,238.37985229492188
2018-05-30,241.56088256835938
2018-05-31,240.08106994628906
2018-06-01,242.43814086914062
2018-06-04,243.59002685546875
2018-06-05,243.7674102783203
2018-06-06,245.8053741455078
2018-06-07,245.77874755859375
2018-06-08,246.50535583496094
2018-06-11,246.8332061767578
2018-06-12,247.1521759033203
2018-06-13,246.3636016845703
2018-06-14,246.9838104248047
2018-06-15,246.6688232421875
2018-06-18,246.16139221191406
2018-06-19,245.2179412841797
2018-06-20,245.63629150390625
2018-06-21,244.09640502929688
2018-06-22,244.54147338867188
2018-06-25,241.2125244140625
2018-06-26,241.7466278076172
2018-06-27,239.74391174316406
2018-06-28,241.11463928222656
2018-06-29,241.4617462158203
2018-07-02,241.97796630859375
2018-07-03,241.12355041503906
2018-07-05,243.09068298339844
2018-07-06,245.14678955078125
2018-07-09,247.3541259765625
2018-07-10,248.2441864013672
2018-07-11,246.4283905029297
2018-07-12,248.66256713867188
2018-07-13,248.85841369628906
2018-07-16,248.6359100341797
2018-07-17,249.6416015625
2018-07-18,250.16676330566406
2018-07-19,249.2233123779297
2018-07-20,248.9384765625
2018-07-23,249.40126037597656
2018-07-24,250.65626525878906
2018-07-25,252.79254150390625
2018-07-26,252.1962127685547
2018-07-27,250.48724365234375
2018-07-30,249.17886352539062
2018-07-31,250.4070587158203
2018-08-01,249.98880004882812
2018-08-02,251.3506622314453
2018-08-03,252.42767333984375
2018-08-06,253.35336303710938
2018-08-07,254.18992614746094
2018-08-08,254.08316040039062
2018-08-09,253.73602294921875
2018-08-10,252.03599548339844
2018-08-13,251.09249877929688
2018-08-14,252.6946258544922
2018-08-15,250.8075408935547
2018-08-16,252.83700561523438
2018-08-17,253.72708129882812
2018-08-20,254.27005004882812
2018-08-21,254.8664093017578
2018-08-22,254.7152099609375
2018-08-23,254.3768768310547
2018-08-24,255.9078369140625
2018-08-27,257.9282531738281
2018-08-28,258.0529479980469
2018-08-29,259.44146728515625
2018-08-30,258.3911437988281
2018-08-31,258.4000244140625
2018-09-04,257.9550476074219
2018-09-05,257.2607727050781
2018-09-06,256.48638916015625
2018-09-07,255.98794555664062
2018-09-10,256.43304443359375
2018-09-11,257.2785949707031
2018-09-12,257.34088134765625
2018-09-13,258.86279296875
2018-09-14,258.9074401855469
2018-09-17,257.5365905761719
2018-09-18,258.93408203125
